trip_id,route_id,route_name,date,departure_time,scheduled_arrival,actual_arrival,passengers,capacity,trip_status,fare,distance_km,delay_minutes,utilization_rate,revenue,day_of_week,month,peak_hour
T10712,R09,University - Airport,2025-05-13,13:00,13:30,13:36,40,50,Completed,38.45,16.3,6,0.8,1538.0,Tuesday,2025-05,Off-Peak
T10713,R10,Industrial Area - Airport,2025-02-20,15:30,16:09,16:20,32,60,Completed,47.01,21.1,11,0.5333,1504.32,Thursday,2025-02,Off-Peak
T10714,R02,Central Station - University,2026-01-27,13:00,13:22,13:28,46,70,Completed,25.87,12.2,6,0.6571,1190.02,Tuesday,2026-01,Off-Peak
T10715,R07,West End - Central Station,2026-06-07,14:20,14:45,14:52,23,60,Completed,31.55,13.6,7,0.3833,725.65,Sunday,2026-06,Off-Peak
T10716,R07,West End - Central Station,2026-05-23,08:40,09:05,09:15,29,50,Completed,33.58,13.6,10,0.58,973.82,Saturday,2026-05,Peak
T10717,R11,North Terminal - University,2025-12-20,12:40,13:07,13:15,28,60,Completed,35.52,14.7,8,0.4667,994.56,Saturday,2025-12,Off-Peak
T10718,R07,West End - Central Station,2026-01-30,18:10,18:35,18:47,44,60,Completed,30.31,13.6,12,0.7333,1333.64,Friday,2026-01,Peak
T10719,R03,Central Station - Industrial Area,2025-04-06,16:10,16:39,16:50,27,50,Completed,38.47,15.8,11,0.54,1038.69,Sunday,2025-04,Off-Peak
T10720,R12,South Terminal - University,2025-04-16,21:30,21:54,22:07,69,50,Completed,29.01,13.1,13,1.38,2001.69,Wednesday,2025-04,Off-Peak
T10721,R07,West End - Central Station,2026-05-28,17:00,17:25,17:37,40,50,Completed,31.62,13.6,12,0.8,1264.8,Thursday,2026-05,Peak
T10722,R01,Central Station - Airport,2025-08-30,13:20,13:54,14:04,44,60,Completed,40.6,18.5,10,0.7333,1786.4,Saturday,2025-08,Off-Peak
T10723,R10,Industrial Area - Airport,2026-05-03,16:40,17:19,17:31,21,50,Completed,50.83,21.1,12,0.42,1067.43,Sunday,2026-05,Off-Peak
T10724,R01,Central Station - Airport,2026-05-30,17:00,17:34,17:48,74,60,Completed,41.8,18.5,14,1.2333,3093.2,Saturday,2026-05,Peak
T10725,R05,South Terminal - City Center,2025-03-02,11:20,11:41,11:49,30,60,Completed,25.5,11.7,8,0.5,765.0,Sunday,2025-03,Off-Peak
T10726,R15,City Center - Railway Colony,2026-02-20,08:50,09:04,09:22,26,60,Completed,20.92,7.6,18,0.4333,543.92,Friday,2026-02,Peak
T10727,R02,Central Station - University,2025-10-21,13:00,13:22,13:22,50,60,Completed,26.7,12.2,0,0.8333,1335.0,Tuesday,2025-10,Off-Peak
T10728,R09,University - Airport,2025-10-29,10:10,10:40,10:47,45,50,Completed,36.66,16.3,7,0.9,1649.7,Wednesday,2025-10,Off-Peak
T10729,R15,City Center - Railway Colony,2025-06-19,11:50,12:04,12:12,32,50,Completed,20.88,7.6,8,0.64,668.16,Thursday,2025-06,Off-Peak
T10730,R07,West End - Central Station,2025-02-10,20:50,21:15,21:20,38,50,Completed,31.01,13.6,5,0.76,1178.38,Monday,2025-02,Off-Peak
T10731,R04,North Terminal - City Center,2025-08-19,18:40,18:59,19:16,47,50,Completed,25.4,10.4,17,0.94,1193.8,Tuesday,2025-08,Peak
T10732,R04,North Terminal - City Center,2026-02-13,15:20,15:39,15:39,38,70,Completed,23.33,10.4,0,0.5429,886.54,Friday,2026-02,Off-Peak
T10733,R02,Central Station - University,2025-10-24,13:10,13:32,13:38,45,70,Completed,31.52,12.2,6,0.6429,1418.4,Friday,2025-10,Off-Peak
T10734,R05,South Terminal - City Center,2026-03-31,11:50,12:11,12:11,32,60,Completed,25.61,11.7,0,0.5333,819.52,Tuesday,2026-03,Off-Peak
T10735,R04,North Terminal - City Center,2025-02-26,14:30,14:49,14:54,45,50,Completed,23.95,10.4,5,0.9,1077.75,Wednesday,2025-02,Off-Peak
T10736,R12,South Terminal - University,2025-08-28,14:30,14:54,14:58,74,50,Completed,30.12,13.1,4,1.48,2228.88,Thursday,2025-08,Off-Peak
T10737,R13,East Park - Medical Hub,2025-06-25,17:10,17:31,17:43,50,70,Completed,24.76,11.5,12,0.7143,1238.0,Wednesday,2025-06,Peak
T10738,R01,Central Station - Airport,2025-03-04,20:20,20:54,21:10,54,50,Completed,42.13,18.5,16,1.08,2275.02,Tuesday,2025-03,Off-Peak
T10739,R12,South Terminal - University,2025-05-18,12:20,12:44,12:56,56,60,Completed,32.34,13.1,12,0.9333,1811.04,Sunday,2025-05,Off-Peak
T10740,R08,City Center - Medical Hub,2026-03-30,11:40,11:56,11:57,43,50,Completed,24.23,8.9,1,0.86,1041.89,Monday,2026-03,Off-Peak
T10741,R03,Central Station - Industrial Area,2026-03-25,13:10,13:39,13:50,54,60,Completed,37.04,15.8,11,0.9,2000.16,Wednesday,2026-03,Off-Peak
T10742,R14,West End - Airport,2025-08-14,13:30,14:06,14:13,26,70,Completed,42.05,19.2,7,0.3714,1093.3,Thursday,2025-08,Off-Peak
T10743,R06,East Park - Central Station,2026-03-19,07:10,07:28,07:43,48,60,Completed,21.35,9.8,15,0.8,1024.8,Thursday,2026-03,Peak
T10744,R04,North Terminal - City Center,2025-07-25,18:00,18:19,18:33,66,60,Completed,29.34,10.4,14,1.1,1936.44,Friday,2025-07,Peak
T10745,R09,University - Airport,2025-01-27,22:20,22:50,23:03,35,50,Completed,38.95,16.3,13,0.7,1363.25,Monday,2025-01,Off-Peak
T10746,R07,West End - Central Station,2026-04-02,20:50,21:15,21:28,36,60,Completed,33.89,13.6,13,0.6,1220.04,Thursday,2026-04,Off-Peak
T10747,R09,University - Airport,2025-04-17,18:00,18:30,18:45,55,60,Completed,37.69,16.3,15,0.9167,2072.95,Thursday,2025-04,Peak
T10748,R10,Industrial Area - Airport,2026-03-20,22:30,23:09,23:17,45,60,Completed,49.1,21.1,8,0.75,2209.5,Friday,2026-03,Off-Peak
T10749,R03,Central Station - Industrial Area,2025-02-05,19:20,19:49,20:01,60,70,Completed,35.93,15.8,12,0.8571,2155.8,Wednesday,2025-02,Peak
T10750,R01,Central Station - Airport,2025-06-04,16:30,17:04,17:06,60,60,Completed,39.97,18.5,2,1.0,2398.2,Wednesday,2025-06,Off-Peak
T10751,R05,South Terminal - City Center,2025-06-18,10:30,10:51,11:00,38,60,Completed,25.68,11.7,9,0.6333,975.84,Wednesday,2025-06,Off-Peak
T10752,R03,Central Station - Industrial Area,2025-09-29,10:30,10:59,11:10,61,70,Completed,36.09,15.8,11,0.8714,2201.49,Monday,2025-09,Off-Peak
T10753,R06,East Park - Central Station,2026-02-24,08:40,08:58,09:02,34,60,Completed,23.83,9.8,4,0.5667,810.22,Tuesday,2026-02,Peak
T10754,R08,City Center - Medical Hub,2025-07-03,13:30,13:46,13:58,31,50,Completed,22.03,8.9,12,0.62,682.93,Thursday,2025-07,Off-Peak
T10755,R11,North Terminal - University,2025-08-25,18:30,18:57,19:07,50,60,Completed,31.84,14.7,10,0.8333,1592.0,Monday,2025-08,Peak
T10756,R13,East Park - Medical Hub,2026-05-24,13:00,13:21,13:24,23,60,Completed,27.54,11.5,3,0.3833,633.42,Sunday,2026-05,Off-Peak
T10757,R04,North Terminal - City Center,2026-03-17,12:00,12:19,12:27,31,50,Completed,20.56,10.4,8,0.62,637.36,Tuesday,2026-03,Off-Peak
T10758,R05,South Terminal - City Center,2025-05-02,09:00,09:21,09:26,60,60,Cancelled,27.92,11.7,5,1.0,0.0,Friday,2025-05,Peak
T10759,R05,South Terminal - City Center,2026-02-21,08:20,08:41,08:49,24,70,Completed,26.31,11.7,8,0.3429,631.44,Saturday,2026-02,Peak
T10760,R04,North Terminal - City Center,2026-06-19,13:40,13:59,14:03,39,50,Completed,24.18,10.4,4,0.78,943.02,Friday,2026-06,Off-Peak
T10761,R04,North Terminal - City Center,2026-01-10,09:20,09:39,09:47,47,60,Completed,26.98,10.4,8,0.7833,1268.06,Saturday,2026-01,Peak
T10762,R04,North Terminal - City Center,2025-11-22,09:40,09:59,10:06,39,50,Completed,25.11,10.4,7,0.78,979.29,Saturday,2025-11,Peak
T10763,R04,North Terminal - City Center,2026-04-25,13:40,13:59,14:05,31,60,Completed,24.56,10.4,6,0.5167,761.36,Saturday,2026-04,Off-Peak
T10764,R04,North Terminal - City Center,2025-05-30,14:10,14:29,14:39,39,60,Completed,25.05,10.4,10,0.65,976.95,Friday,2025-05,Off-Peak
T10765,R05,South Terminal - City Center,2026-05-05,10:50,11:11,11:14,42,50,Completed,29.47,11.7,3,0.84,1237.74,Tuesday,2026-05,Off-Peak
T10766,R02,Central Station - University,2025-06-02,16:10,16:32,16:36,58,50,Completed,30.16,12.2,4,1.16,1749.28,Monday,2025-06,Off-Peak
T10767,R02,Central Station - University,2025-01-17,13:10,13:32,13:35,61,70,Completed,31.64,12.2,3,0.8714,1930.04,Friday,2025-01,Off-Peak
T10768,R09,University - Airport,2025-12-14,09:40,10:10,10:24,48,60,Completed,35.73,16.3,14,0.8,1715.04,Sunday,2025-12,Peak
T10769,R02,Central Station - University,2026-04-04,15:40,16:02,16:07,50,60,Completed,28.17,12.2,5,0.8333,1408.5,Saturday,2026-04,Off-Peak
T10770,R06,East Park - Central Station,2025-07-21,12:20,12:38,12:47,29,50,Completed,25.02,9.8,9,0.58,725.58,Monday,2025-07,Off-Peak
T10771,R02,Central Station - University,2026-02-27,08:40,09:02,09:11,67,60,Completed,30.34,12.2,9,1.1167,2032.78,Friday,2026-02,Peak
T10772,R05,South Terminal - City Center,2025-10-07,20:30,20:51,21:04,26,50,Completed,28.05,11.7,13,0.52,729.3,Tuesday,2025-10,Off-Peak
T10773,R04,North Terminal - City Center,2026-02-26,14:30,14:49,14:55,38,50,Completed,26.36,10.4,6,0.76,1001.68,Thursday,2026-02,Off-Peak
T10774,R12,South Terminal - University,2026-04-10,13:40,14:04,14:15,64,50,Completed,30.35,13.1,11,1.28,1942.4,Friday,2026-04,Off-Peak
T10775,R07,West End - Central Station,2025-12-21,18:30,18:55,19:10,25,50,Completed,30.76,13.6,15,0.5,769.0,Sunday,2025-12,Peak
T10776,R15,City Center - Railway Colony,2026-01-13,20:40,20:54,21:00,23,50,Completed,19.28,7.6,6,0.46,443.44,Tuesday,2026-01,Off-Peak
T10777,R07,West End - Central Station,2025-05-04,11:10,11:35,11:39,25,60,Completed,30.24,13.6,4,0.4167,756.0,Sunday,2025-05,Off-Peak
T10778,R13,East Park - Medical Hub,2025-03-21,18:40,19:01,19:10,41,50,Completed,27.58,11.5,9,0.82,1130.78,Friday,2025-03,Peak
T10779,R06,East Park - Central Station,2025-08-21,18:10,18:28,18:38,42,50,Completed,23.14,9.8,10,0.84,971.88,Thursday,2025-08,Peak
T10780,R10,Industrial Area - Airport,2026-04-25,08:00,08:39,08:58,44,50,Completed,44.95,21.1,19,0.88,1977.8,Saturday,2026-04,Peak
T10781,R05,South Terminal - City Center,2025-06-03,16:30,16:51,17:02,36,70,Completed,28.91,11.7,11,0.5143,1040.76,Tuesday,2025-06,Off-Peak
T10782,R01,Central Station - Airport,2026-02-13,08:00,08:34,08:47,74,60,Completed,42.12,18.5,13,1.2333,3116.88,Friday,2026-02,Peak
T10783,R12,South Terminal - University,2025-01-31,15:30,15:54,15:59,72,70,Completed,30.23,13.1,5,1.0286,2176.56,Friday,2025-01,Off-Peak
T10784,R15,City Center - Railway Colony,2026-05-18,15:50,16:04,16:08,24,50,Completed,19.84,7.6,4,0.48,476.16,Monday,2026-05,Off-Peak
T10785,R03,Central Station - Industrial Area,2026-01-06,12:50,13:19,13:22,52,50,Completed,37.23,15.8,3,1.04,1935.96,Tuesday,2026-01,Off-Peak
T10786,R09,University - Airport,2025-11-19,19:50,20:20,20:30,64,50,Completed,38.57,16.3,10,1.28,2468.48,Wednesday,2025-11,Peak
T10787,R15,City Center - Railway Colony,2025-11-28,17:00,17:14,17:23,37,50,Completed,17.82,7.6,9,0.74,659.34,Friday,2025-11,Peak
T10788,R14,West End - Airport,2025-08-31,20:50,21:26,21:40,23,60,Completed,41.7,19.2,14,0.3833,959.1,Sunday,2025-08,Off-Peak
T10789,R01,Central Station - Airport,2026-03-06,12:40,13:14,13:23,66,50,Completed,40.56,18.5,9,1.32,2676.96,Friday,2026-03,Off-Peak
T10790,R05,South Terminal - City Center,2025-07-01,07:50,08:11,08:22,49,50,Completed,31.52,11.7,11,0.98,1544.48,Tuesday,2025-07,Peak
T10791,R02,Central Station - University,2026-04-18,18:00,18:22,18:36,48,50,Completed,27.16,12.2,14,0.96,1303.68,Saturday,2026-04,Peak
T10792,R04,North Terminal - City Center,2026-01-11,11:30,11:49,12:01,22,70,Completed,26.44,10.4,12,0.3143,581.68,Sunday,2026-01,Off-Peak
T10793,R14,West End - Airport,2025-03-22,13:20,13:56,14:04,21,70,Completed,41.69,19.2,8,0.3,875.49,Saturday,2025-03,Off-Peak
T10794,R14,West End - Airport,2026-02-24,18:30,19:06,19:18,51,50,Completed,41.55,19.2,12,1.02,2119.05,Tuesday,2026-02,Peak
T10795,R11,North Terminal - University,2026-04-12,11:20,11:47,11:48,22,60,Completed,31.42,14.7,1,0.3667,691.24,Sunday,2026-04,Off-Peak
T10796,R01,Central Station - Airport,2026-03-04,12:40,13:14,13:27,52,60,Completed,39.67,18.5,13,0.8667,2062.84,Wednesday,2026-03,Off-Peak
T10797,R03,Central Station - Industrial Area,2025-02-26,13:30,13:59,14:12,53,50,Completed,35.74,15.8,13,1.06,1894.22,Wednesday,2025-02,Off-Peak
T10798,R10,Industrial Area - Airport,2025-11-18,11:00,11:39,11:46,31,60,Completed,47.64,21.1,7,0.5167,1476.84,Tuesday,2025-11,Off-Peak
T10799,R07,West End - Central Station,2026-06-26,13:40,14:05,14:16,32,50,Completed,32.15,13.6,11,0.64,1028.8,Friday,2026-06,Off-Peak
T10800,R10,Industrial Area - Airport,2026-05-10,06:30,07:09,07:09,15,50,Completed,47.93,21.1,0,0.3,718.95,Sunday,2026-05,Off-Peak
T10801,R15,City Center - Railway Colony,2025-09-23,11:40,11:54,11:59,19,50,Completed,19.9,7.6,5,0.38,378.1,Tuesday,2025-09,Off-Peak
T10802,R03,Central Station - Industrial Area,2025-08-15,18:20,18:49,19:02,68,60,Completed,35.65,15.8,13,1.1333,2424.2,Friday,2025-08,Peak
T10803,R04,North Terminal - City Center,2025-02-23,13:40,13:59,14:07,22,50,Completed,21.56,10.4,8,0.44,474.32,Sunday,2025-02,Off-Peak
T10804,R02,Central Station - University,2025-01-04,15:00,15:22,15:33,31,60,Completed,28.44,12.2,11,0.5167,881.64,Saturday,2025-01,Off-Peak
T10805,R03,Central Station - Industrial Area,2026-03-15,11:30,11:59,12:05,25,60,Completed,35.19,15.8,6,0.4167,879.75,Sunday,2026-03,Off-Peak
T10806,R09,University - Airport,2025-11-06,15:20,15:50,15:59,52,60,Completed,38.18,16.3,9,0.8667,1985.36,Thursday,2025-11,Off-Peak
T10807,R03,Central Station - Industrial Area,2025-03-30,22:40,23:09,23:21,30,60,Completed,37.33,15.8,12,0.5,1119.9,Sunday,2025-03,Off-Peak
T10808,R11,North Terminal - University,2025-11-16,15:10,15:37,15:43,19,50,Cancelled,32.82,14.7,6,0.38,0.0,Sunday,2025-11,Off-Peak
T10809,R05,South Terminal - City Center,2026-01-10,15:20,15:41,15:46,18,50,Completed,28.88,11.7,5,0.36,519.84,Saturday,2026-01,Off-Peak
T10810,R02,Central Station - University,2026-05-16,09:20,09:42,09:48,64,50,Completed,28.48,12.2,6,1.28,1822.72,Saturday,2026-05,Peak
T10811,R04,North Terminal - City Center,2025-08-22,13:00,13:19,13:24,27,60,Completed,23.46,10.4,5,0.45,633.42,Friday,2025-08,Off-Peak
T10812,R12,South Terminal - University,2025-12-03,18:00,18:24,18:27,95,60,Completed,33.99,13.1,3,1.5833,3229.05,Wednesday,2025-12,Peak
T10813,R13,East Park - Medical Hub,2025-07-04,18:40,19:01,19:11,40,50,Completed,26.61,11.5,10,0.8,1064.4,Friday,2025-07,Peak
T10814,R07,West End - Central Station,2026-03-14,14:10,14:35,14:42,22,60,Cancelled,32.68,13.6,7,0.3667,0.0,Saturday,2026-03,Off-Peak
T10815,R14,West End - Airport,2025-06-29,19:20,19:56,20:08,32,60,Completed,45.28,19.2,12,0.5333,1448.96,Sunday,2025-06,Peak
T10816,R07,West End - Central Station,2025-03-17,10:40,11:05,11:10,32,50,Completed,32.39,13.6,5,0.64,1036.48,Monday,2025-03,Off-Peak
T10817,R12,South Terminal - University,2025-09-29,15:50,16:14,16:21,70,60,Completed,29.83,13.1,7,1.1667,2088.1,Monday,2025-09,Off-Peak
T10818,R03,Central Station - Industrial Area,2025-02-24,11:10,11:39,11:49,49,60,Cancelled,35.75,15.8,10,0.8167,0.0,Monday,2025-02,Off-Peak
T10819,R05,South Terminal - City Center,2025-03-18,15:40,16:01,16:10,28,50,Completed,24.34,11.7,9,0.56,681.52,Tuesday,2025-03,Off-Peak
T10820,R01,Central Station - Airport,2025-10-23,09:20,09:54,09:59,77,60,Completed,40.46,18.5,5,1.2833,3115.42,Thursday,2025-10,Peak
T10821,R10,Industrial Area - Airport,2025-08-07,20:40,21:19,21:26,27,50,Completed,48.51,21.1,7,0.54,1309.77,Thursday,2025-08,Off-Peak
T10822,R10,Industrial Area - Airport,2025-10-04,17:00,17:39,17:46,34,50,Completed,47.1,21.1,7,0.68,1601.4,Saturday,2025-10,Peak
T10823,R10,Industrial Area - Airport,2025-09-23,10:00,10:39,10:46,27,70,Completed,48.1,21.1,7,0.3857,1298.7,Tuesday,2025-09,Off-Peak
T10824,R11,North Terminal - University,2025-02-12,15:30,15:57,16:08,29,60,Completed,32.07,14.7,11,0.4833,930.03,Wednesday,2025-02,Off-Peak
T10825,R01,Central Station - Airport,2025-12-27,17:10,17:44,17:56,63,50,Completed,41.45,18.5,12,1.26,2611.35,Saturday,2025-12,Peak
T10826,R05,South Terminal - City Center,2025-08-16,11:50,12:11,12:16,36,60,Completed,28.18,11.7,5,0.6,1014.48,Saturday,2025-08,Off-Peak
T10827,R13,East Park - Medical Hub,2025-08-15,09:20,09:41,09:49,33,60,Completed,27.05,11.5,8,0.55,892.65,Friday,2025-08,Peak
T10828,R10,Industrial Area - Airport,2025-03-04,12:10,12:49,12:56,28,50,Completed,49.95,21.1,7,0.56,1398.6,Tuesday,2025-03,Off-Peak
T10829,R09,University - Airport,2025-06-20,09:00,09:30,09:39,58,50,Completed,36.35,16.3,9,1.16,2108.3,Friday,2025-06,Peak
T10830,R01,Central Station - Airport,2025-11-03,14:50,15:24,15:32,65,60,Completed,41.93,18.5,8,1.0833,2725.45,Monday,2025-11,Off-Peak
T10831,R01,Central Station - Airport,2025-02-03,13:20,13:54,13:57,46,70,Completed,42.17,18.5,3,0.6571,1939.82,Monday,2025-02,Off-Peak
T10832,R04,North Terminal - City Center,2025-05-10,13:30,13:49,13:54,25,60,Completed,23.44,10.4,5,0.4167,586.0,Saturday,2025-05,Off-Peak
T10833,R04,North Terminal - City Center,2026-01-29,14:00,14:19,14:23,33,50,Completed,22.91,10.4,4,0.66,756.03,Thursday,2026-01,Off-Peak
T10834,R02,Central Station - University,2025-05-31,21:00,21:22,21:24,40,70,Completed,29.04,12.2,2,0.5714,1161.6,Saturday,2025-05,Off-Peak
T10835,R09,University - Airport,2026-01-19,17:50,18:20,18:25,57,70,Completed,38.45,16.3,5,0.8143,2191.65,Monday,2026-01,Peak
T10836,R14,West End - Airport,2025-01-17,15:10,15:46,15:55,31,60,Completed,44.18,19.2,9,0.5167,1369.58,Friday,2025-01,Off-Peak
T10837,R09,University - Airport,2025-01-14,12:40,13:10,13:12,44,50,Completed,38.32,16.3,2,0.88,1686.08,Tuesday,2025-01,Off-Peak
T10838,R13,East Park - Medical Hub,2025-03-22,07:10,07:31,07:42,31,50,Completed,26.34,11.5,11,0.62,816.54,Saturday,2025-03,Peak
T10839,R13,East Park - Medical Hub,2025-07-26,09:00,09:21,09:36,33,70,Completed,25.93,11.5,15,0.4714,855.69,Saturday,2025-07,Peak
T10840,R02,Central Station - University,2025-07-23,16:10,16:32,16:39,43,50,Completed,28.26,12.2,7,0.86,1215.18,Wednesday,2025-07,Off-Peak
T10841,R14,West End - Airport,2026-01-14,12:40,13:16,13:24,23,50,Completed,45.31,19.2,8,0.46,1042.13,Wednesday,2026-01,Off-Peak
T10842,R09,University - Airport,2026-06-28,12:30,13:00,13:01,24,60,Completed,38.28,16.3,1,0.4,918.72,Sunday,2026-06,Off-Peak
T10843,R15,City Center - Railway Colony,2025-01-23,19:20,19:34,19:42,27,50,Completed,17.05,7.6,8,0.54,460.35,Thursday,2025-01,Peak
T10844,R06,East Park - Central Station,2025-06-11,13:00,13:18,13:21,31,70,Completed,24.36,9.8,3,0.4429,755.16,Wednesday,2025-06,Off-Peak
T10845,R08,City Center - Medical Hub,2025-05-24,19:10,19:26,19:34,36,60,Completed,25.47,8.9,8,0.6,916.92,Saturday,2025-05,Peak
T10846,R10,Industrial Area - Airport,2025-04-14,19:00,19:39,19:52,55,60,Completed,49.08,21.1,13,0.9167,2699.4,Monday,2025-04,Peak
T10847,R13,East Park - Medical Hub,2026-01-17,08:20,08:41,08:54,29,60,Completed,26.15,11.5,13,0.4833,758.35,Saturday,2026-01,Peak
T10848,R15,City Center - Railway Colony,2026-03-31,20:10,20:24,20:24,23,50,Completed,20.56,7.6,0,0.46,472.88,Tuesday,2026-03,Off-Peak
T10849,R13,East Park - Medical Hub,2026-02-21,08:30,08:51,09:07,34,60,Completed,27.45,11.5,16,0.5667,933.3,Saturday,2026-02,Peak
T10850,R04,North Terminal - City Center,2025-11-20,21:20,21:39,21:41,44,60,Completed,23.9,10.4,2,0.7333,1051.6,Thursday,2025-11,Off-Peak
T10851,R02,Central Station - University,2025-06-20,13:40,14:02,14:17,53,60,Completed,29.24,12.2,15,0.8833,1549.72,Friday,2025-06,Off-Peak
T10852,R02,Central Station - University,2025-10-01,17:40,18:02,18:11,72,50,Completed,30.6,12.2,9,1.44,2203.2,Wednesday,2025-10,Peak
T10853,R09,University - Airport,2026-03-28,16:00,16:30,16:38,31,60,Completed,36.18,16.3,8,0.5167,1121.58,Saturday,2026-03,Off-Peak
T10854,R01,Central Station - Airport,2025-05-05,14:40,15:14,15:21,64,50,Completed,42.45,18.5,7,1.28,2716.8,Monday,2025-05,Off-Peak
T10855,R12,South Terminal - University,2026-01-18,15:10,15:34,15:39,74,60,Completed,29.28,13.1,5,1.2333,2166.72,Sunday,2026-01,Off-Peak
T10856,R07,West End - Central Station,2025-11-13,20:40,21:05,21:15,25,50,Completed,29.85,13.6,10,0.5,746.25,Thursday,2025-11,Off-Peak
T10857,R11,North Terminal - University,2025-04-17,20:30,20:57,21:09,31,70,Completed,32.76,14.7,12,0.4429,1015.56,Thursday,2025-04,Off-Peak
T10858,R14,West End - Airport,2026-04-08,15:50,16:26,16:34,44,50,Completed,42.01,19.2,8,0.88,1848.44,Wednesday,2026-04,Off-Peak
T10859,R03,Central Station - Industrial Area,2026-03-06,15:10,15:39,15:44,47,60,Completed,36.32,15.8,5,0.7833,1707.04,Friday,2026-03,Off-Peak
T10860,R03,Central Station - Industrial Area,2025-12-03,11:50,12:19,12:23,33,50,Completed,34.99,15.8,4,0.66,1154.67,Wednesday,2025-12,Off-Peak
T10861,R02,Central Station - University,2026-05-11,18:00,18:22,18:37,73,50,Completed,31.11,12.2,15,1.46,2271.03,Monday,2026-05,Peak
T10862,R14,West End - Airport,2025-12-28,15:00,15:36,15:40,13,50,Completed,42.14,19.2,4,0.26,547.82,Sunday,2025-12,Off-Peak
T10863,R10,Industrial Area - Airport,2026-03-08,18:40,19:19,19:33,43,60,Completed,47.59,21.1,14,0.7167,2046.37,Sunday,2026-03,Peak
T10864,R06,East Park - Central Station,2026-06-04,15:40,15:58,16:07,25,60,Completed,25.74,9.8,9,0.4167,643.5,Thursday,2026-06,Off-Peak
T10865,R13,East Park - Medical Hub,2026-02-10,12:00,12:21,12:25,36,70,Completed,26.68,11.5,4,0.5143,960.48,Tuesday,2026-02,Off-Peak
T10866,R10,Industrial Area - Airport,2026-01-12,10:10,10:49,11:00,44,50,Completed,47.81,21.1,11,0.88,2103.64,Monday,2026-01,Off-Peak
T10867,R02,Central Station - University,2025-06-01,08:20,08:42,08:53,52,70,Completed,31.34,12.2,11,0.7429,1629.68,Sunday,2025-06,Peak
T10868,R10,Industrial Area - Airport,2025-11-18,14:00,14:39,14:47,31,50,Completed,47.87,21.1,8,0.62,1483.97,Tuesday,2025-11,Off-Peak
T10869,R15,City Center - Railway Colony,2025-08-02,11:30,11:44,11:45,15,60,Completed,17.04,7.6,1,0.25,255.6,Saturday,2025-08,Off-Peak
T10870,R04,North Terminal - City Center,2025-03-06,15:10,15:29,15:34,29,50,Completed,25.79,10.4,5,0.58,747.91,Thursday,2025-03,Off-Peak
T10871,R10,Industrial Area - Airport,2025-09-27,08:20,08:59,09:09,41,60,Completed,50.13,21.1,10,0.6833,2055.33,Saturday,2025-09,Peak
T10872,R09,University - Airport,2026-06-21,12:20,12:50,13:00,20,70,Completed,36.24,16.3,10,0.2857,724.8,Sunday,2026-06,Off-Peak
T10873,R09,University - Airport,2025-04-10,11:10,11:40,11:48,37,60,Cancelled,39.26,16.3,8,0.6167,0.0,Thursday,2025-04,Off-Peak
T10874,R06,East Park - Central Station,2025-04-15,12:00,12:18,12:22,30,50,Completed,24.48,9.8,4,0.6,734.4,Tuesday,2025-04,Off-Peak
T10875,R13,East Park - Medical Hub,2025-05-11,08:20,08:41,08:45,23,60,Completed,26.93,11.5,4,0.3833,619.39,Sunday,2025-05,Peak
T10876,R04,North Terminal - City Center,2026-01-24,16:30,16:49,16:59,28,70,Completed,25.46,10.4,10,0.4,712.88,Saturday,2026-01,Off-Peak
T10877,R07,West End - Central Station,2025-11-17,09:50,10:15,10:30,42,60,Completed,29.24,13.6,15,0.7,1228.08,Monday,2025-11,Peak
T10878,R14,West End - Airport,2026-03-14,07:10,07:46,08:03,30,70,Completed,42.13,19.2,17,0.4286,1263.9,Saturday,2026-03,Peak
T10879,R01,Central Station - Airport,2025-01-19,20:40,21:14,21:22,30,60,Cancelled,42.01,18.5,8,0.5,0.0,Sunday,2025-01,Off-Peak
T10880,R12,South Terminal - University,2025-08-13,10:50,11:14,11:17,68,60,Completed,30.65,13.1,3,1.1333,2084.2,Wednesday,2025-08,Off-Peak
T10881,R04,North Terminal - City Center,2026-04-05,18:00,18:19,18:27,34,60,Completed,25.05,10.4,8,0.5667,851.7,Sunday,2026-04,Peak
T10882,R05,South Terminal - City Center,2026-01-29,21:10,21:31,21:31,36,60,Completed,28.53,11.7,0,0.6,1027.08,Thursday,2026-01,Off-Peak
T10883,R08,City Center - Medical Hub,2025-08-14,14:30,14:46,14:53,40,60,Completed,23.18,8.9,7,0.6667,927.2,Thursday,2025-08,Off-Peak
T10884,R12,South Terminal - University,2025-12-26,14:50,15:14,15:23,66,60,Completed,29.86,13.1,9,1.1,1970.76,Friday,2025-12,Off-Peak
T10885,R02,Central Station - University,2026-03-06,12:50,13:12,13:15,46,60,Completed,27.03,12.2,3,0.7667,1243.38,Friday,2026-03,Off-Peak
T10886,R12,South Terminal - University,2025-01-15,13:20,13:44,13:48,60,70,Completed,30.72,13.1,4,0.8571,1843.2,Wednesday,2025-01,Off-Peak
T10887,R05,South Terminal - City Center,2026-06-30,13:00,13:21,13:21,48,50,Completed,26.09,11.7,0,0.96,1252.32,Tuesday,2026-06,Off-Peak
T10888,R06,East Park - Central Station,2026-02-18,10:00,10:18,10:27,35,50,Completed,22.86,9.8,9,0.7,800.1,Wednesday,2026-02,Off-Peak
